title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age,mileage_per_year,brand_frequency,model_frequency,price_band
Toyota Land Cruiser Prado TXL Limited 2023,Toyota,Land Cruiser,Automatic,"Petrol, Octane",17600000,2023,2700.0,16000,3,5333.333333333333,0.8884228187919463,0.008557046979865772,Luxury
Toyota Noah SI GRADE PUSH 2013,Toyota,Noah,Automatic,"Petrol, Octane, LPG",2450000,2013,2000.0,68000,13,5230.7692307692305,0.8884228187919463,0.10671140939597315,Medium
Nissan Bluebird sylphy 2006,Nissan,Bluebird,Automatic,"CNG, Octane",1050000,2006,1500.0,85000,20,4250.0,0.02365771812080537,0.002181208053691275,Low
Toyota Axio X 2015,Toyota,Axio,Automatic,"Octane, LPG",2040000,2015,1500.0,71800,11,6527.272727272727,0.8884228187919463,0.10939597315436242,Low
Toyota Rush G 2006,Toyota,Rush,Automatic,Octane,1340000,2006,1500.0,73000,20,3650.0,0.8884228187919463,0.0025167785234899327,Low
Toyota Noah Non hybrid 2020,Toyota,Noah,Automatic,"Petrol, Octane",3620000,2020,2000.0,78254,6,13042.333333333334,0.8884228187919463,0.10671140939597315,High
Toyota Aqua GS STYLE VERSION 2014,Toyota,Aqua,Automatic,"Hybrid, Octane",1350000,2014,1500.0,63000,12,5250.0,0.8884228187919463,0.015771812080536914,Low
Honda CR-V JDM EX MUGEN KIT 2019,Honda,CR-V,Automatic,"Petrol, Octane",5000000,2019,1500.0,39000,7,5571.428571428572,0.0424496644295302,0.011241610738255034,Luxury
Toyota Avanza 7Seats Dual Ac 1.5L 2010,Toyota,Avanza,Automatic,"Octane, LPG",1360000,2010,1500.0,48000,16,3000.0,0.8884228187919463,0.0015100671140939597,Low
Nissan X-Trail 20Xi Xtt Leather Pkg 2012,Nissan,X-Trail,Automatic,"Petrol, Octane",1980000,2012,2000.0,52000,14,3714.285714285714,0.02365771812080537,0.015436241610738255,Low
Mitsubishi Outlander Roadest 7 seats 2010,Mitsubishi,Outlander,Automatic,Octane,1999000,2010,2000.0,82000,16,5125.0,0.012583892617449664,0.0008389261744966443,Low
Toyota Premio F 2004,Toyota,Premio,Automatic,"Octane, LPG",1545000,2004,1500.0,81265,22,3693.8636363636365,0.8884228187919463,0.05285234899328859,Low
Toyota Axio NON HYBRID- 4 POINT 2020,Toyota,Axio,Automatic,"Petrol, Octane",2700000,2020,1500.0,75351,6,12558.5,0.8884228187919463,0.10939597315436242,Medium
Toyota Corolla Cross Hybrid-Z-Leather 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",4500000,2022,1800.0,10000,4,2500.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Esquire GI PB Dhaka Ready 2020,Toyota,Esquire,Automatic,"Hybrid, Octane",3980000,2020,1800.0,46000,6,7666.666666666667,0.8884228187919463,0.05855704697986577,High
Toyota Corolla Cross Hybrid Z Leather. 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",4750000,2022,1800.0,10000,4,2500.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Noah X Smart Non Hybrid 2022,Toyota,Noah,Automatic,"Petrol, Octane",4500000,2022,2000.0,98000,4,24500.0,0.8884228187919463,0.10671140939597315,Luxury
Toyota Corolla Cross Z 2025,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",5700000,2025,1790.0,12400,1,12400.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Esquire GIP PKG 2020,Toyota,Esquire,Automatic,"Hybrid, Octane",4200000,2020,1790.0,40035,6,6672.5,0.8884228187919463,0.05855704697986577,High
Maxus D90 2023,Other brand,Other model,Automatic,"Hybrid, Octane",7000000,2023,2000.0,7500,3,2500.0,0.0005033557046979866,0.0005033557046979866,Luxury
Mitsubishi Pajero SUNROOF 2008,Mitsubishi,Pajero,Automatic,Octane,2750000,2008,3000.0,125658,18,6981.0,0.012583892617449664,0.0041946308724832215,Medium
Toyota Noah hybrid 2019,Toyota,Noah,Automatic,"Hybrid, Octane",2890000,2019,2000.0,52000,7,7428.571428571428,0.8884228187919463,0.10671140939597315,Medium
Toyota Esquire GI Prm Dhaka ready 2020,Toyota,Esquire,Automatic,"Hybrid, Octane",3950000,2020,1800.0,71000,6,11833.333333333334,0.8884228187919463,0.05855704697986577,High
Toyota Hiace 12 setter 2016,Toyota,Hiace,Automatic,Octane,2400000,2016,2000.0,95000,10,9500.0,0.8884228187919463,0.09429530201342282,Medium
Toyota Land Cruiser TX Prado 2009,Toyota,Land Cruiser,Automatic,Octane,5750000,2009,2700.0,108500,17,6382.35294117647,0.8884228187919463,0.008557046979865772,Luxury
Toyota Mark II 35Th Anniversary 2003,Toyota,Mark II,Automatic,Octane,1450000,2003,2000.0,72000,23,3130.4347826086955,0.8884228187919463,0.0003355704697986577,Low
Toyota Allion A15 2010,Toyota,Allion,Automatic,"Octane, LPG",2030000,2010,1500.0,76145,16,4759.0625,0.8884228187919463,0.03120805369127517,Low
Toyota Corolla Cross Hybrid S 2021,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",3950000,2021,1800.0,123,5,24.6,0.8884228187919463,0.07097315436241611,High
Toyota C-HR Hybrid S 2021,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane",3050000,2021,1800.0,76864,5,15372.8,0.8884228187919463,0.027181208053691275,Medium
Toyota Harrier black 2000,Toyota,Harrier,Automatic,Octane,950000,2000,2400.0,86000,26,3307.6923076923076,0.8884228187919463,0.03976510067114094,Low
Toyota Fielder 5 Seater 2012,Toyota,Fielder,Automatic,"CNG, Octane",1550000,2012,1500.0,75000,14,5357.142857142857,0.8884228187919463,0.057885906040268456,Low
Toyota Corolla Cross HY Z LEATHER MOONROF 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",4870000,2022,1800.0,36000,4,9000.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Corolla Cross Z-LEATHER MOONROOF.. 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",5100000,2022,1800.0,45000,4,11250.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Fielder . 2020,Toyota,Fielder,Automatic,Octane,2650000,2020,1500.0,76000,6,12666.666666666666,0.8884228187919463,0.057885906040268456,Medium
Toyota Corolla G Super condition 2005,Toyota,Corolla,Automatic,"CNG, Octane",1295000,2005,1500.0,87000,21,4142.857142857143,0.8884228187919463,0.04848993288590604,Low
Toyota Hiace GL 2015,Toyota,Hiace,Automatic,"Octane, LPG",2490000,2015,2000.0,157548,11,14322.545454545454,0.8884228187919463,0.09429530201342282,Medium
Jaguar XJ L Long Wheel Base 2015,Jaguar,XJ,Automatic,"Petrol, Octane",8200000,2015,2000.0,25000,11,2272.7272727272725,0.0003355704697986577,0.0003355704697986577,Luxury
Toyota Aqua Hybrid S Style 2020,Toyota,Aqua,Automatic,"Petrol, Hybrid, Octane",1860000,2020,1500.0,65767,6,10961.166666666666,0.8884228187919463,0.015771812080536914,Low
Toyota Probox gl 2008,Toyota,Probox,Automatic,"CNG, Octane",850000,2008,1500.0,85000,18,4722.222222222223,0.8884228187919463,0.00436241610738255,Low
Toyota Corolla A100 1994,Toyota,Corolla,Automatic,"CNG, Octane",1320000,1994,1500.0,89000,32,2781.25,0.8884228187919463,0.04848993288590604,Low
Toyota Esquire Hybrid-Gi-Premium. 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane",4000000,2020,1800.0,80000,6,13333.333333333334,0.8884228187919463,0.05855704697986577,High
Toyota Prado DIESEL 2009,Toyota,Prado,Manual,Diesel,5400000,2009,3000.0,45000,17,2647.0588235294117,0.8884228187919463,0.013926174496644295,Luxury
Toyota Corolla Cross Z- 2025,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",5800000,2025,1790.0,55,1,55.0,0.8884228187919463,0.07097315436241611,Luxury
Hyundai H1 . 2010,Hyundai,H1,Automatic,Octane,1299000,2010,2400.0,56000,16,3500.0,0.0028523489932885905,0.0005033557046979866,Low
Nissan X-Trail  aCaa a.aaaaRaaa 2012,Nissan,X-Trail,Automatic,Octane,2360000,2012,2000.0,71251,14,5089.357142857143,0.02365771812080537,0.015436241610738255,Medium
Toyota Allion A15 2002,Toyota,Allion,Automatic,"CNG, Octane",1280000,2002,1500.0,91245,24,3801.875,0.8884228187919463,0.03120805369127517,Low
Toyota Axio X 2013,Toyota,Axio,Automatic,"Petrol, CNG, Octane",1650000,2013,1500.0,72413,13,5570.2307692307695,0.8884228187919463,0.10939597315436242,Low
Honda Vezel 5 Seater 2016,Honda,Vezel,Automatic,Octane,2280000,2016,1500.0,75000,10,7500.0,0.0424496644295302,0.006711409395973154,Low
Toyota Premio 5 Seater 2016,Toyota,Premio,Automatic,Octane,2500000,2016,1500.0,68000,10,6800.0,0.8884228187919463,0.05285234899328859,Medium
Toyota Corolla Cross HYBRID G 4 GRADE 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",4250000,2022,1800.0,38000,4,9500.0,0.8884228187919463,0.07097315436241611,High
Toyota C-HR G PKG 2020,Toyota,C-HR,Automatic,"Hybrid, Octane",3700000,2020,1790.0,19799,6,3299.8333333333335,0.8884228187919463,0.027181208053691275,High
Toyota Cross Z 2025,Toyota,Cross,Automatic,"Hybrid, Octane",6550000,2025,1790.0,10,1,10.0,0.8884228187919463,0.0006711409395973154,Luxury
Toyota Cross Z 2025,Toyota,Cross,Automatic,"Hybrid, Octane",5800000,2025,1790.0,50,1,50.0,0.8884228187919463,0.0006711409395973154,Luxury
Toyota Corolla Cross Z PKG 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",4700000,2022,1790.0,28895,4,7223.75,0.8884228187919463,0.07097315436241611,Luxury
Toyota Corolla Cross Z PKG 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",4725000,2022,1790.0,11900,4,2975.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Prius Alpha S PKG 2019,Toyota,Prius,Automatic,"Hybrid, Octane",3650000,2019,1790.0,61795,7,8827.857142857143,0.8884228187919463,0.029865771812080538,High
Lexus ES 300H JDM S CLASS 2019,Lexus,ES,Automatic,"Petrol, Hybrid, Octane",8200000,2019,2500.0,41000,7,5857.142857142857,0.0068791946308724835,0.0015100671140939597,Luxury
Toyota Corolla . 1992,Toyota,Corolla,Manual,"Petrol, CNG",375000,1992,1490.0,150000,34,4411.764705882353,0.8884228187919463,0.04848993288590604,Low
Toyota Prius S Touring 4.5 Grade. 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane",3570000,2020,1800.0,54000,6,9000.0,0.8884228187919463,0.029865771812080538,High
Nissan Bluebird sylphy 2006,Nissan,Bluebird,Automatic,Octane,1250000,2006,1500.0,79000,20,3950.0,0.02365771812080537,0.002181208053691275,Low
Toyota Wagon station 1992,Toyota,Wagon,Automatic,"CNG, Octane",380000,1992,1300.0,98000,34,2882.3529411764707,0.8884228187919463,0.00016778523489932885,Low
Toyota Prado TX 2005,Toyota,Prado,Automatic,Octane,3525000,2005,2700.0,96355,21,4588.333333333333,0.8884228187919463,0.013926174496644295,High
Toyota Premio 5 Seater 2011,Toyota,Premio,Automatic,Octane,2280000,2011,1500.0,68000,15,4533.333333333333,0.8884228187919463,0.05285234899328859,Low
Toyota Fielder Ex Hybrid 2020,Toyota,Fielder,Automatic,"Petrol, Octane",2250000,2020,1500.0,58000,6,9666.666666666666,0.8884228187919463,0.057885906040268456,Low
Toyota Premio F 2006,Toyota,Premio,Automatic,"Octane, LPG",1580000,2006,1500.0,84215,20,4210.75,0.8884228187919463,0.05285234899328859,Low
Toyota Hiace silver 2010,Toyota,Hiace,Automatic,CNG,2020000,2010,2000.0,89000,16,5562.5,0.8884228187919463,0.09429530201342282,Low
Toyota Harrier Non Hybrid 2021,Toyota,Harrier,Automatic,"Petrol, Octane",6800000,2021,2000.0,58746,5,11749.2,0.8884228187919463,0.03976510067114094,Luxury
Toyota Corolla Cross Hybrid Z Leather 4.5 2023,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",5150000,2023,1800.0,24000,3,8000.0,0.8884228187919463,0.07097315436241611,Luxury
Nissan X-Trail Jeep 2011,Nissan,X-Trail,Automatic,Octane,1695000,2011,2000.0,76000,15,5066.666666666667,0.02365771812080537,0.015436241610738255,Low
Nissan Sunny silver 2004,Nissan,Sunny,Automatic,"CNG, Octane",650000,2004,1500.0,76000,22,3454.5454545454545,0.02365771812080537,0.002181208053691275,Low
Toyota Axio Hybrid EX 2020,Toyota,Axio,Automatic,"Petrol, Octane",2250000,2020,1500.0,52000,6,8666.666666666666,0.8884228187919463,0.10939597315436242,Low
Toyota Allion A15 2003,Toyota,Allion,Automatic,"Octane, LPG",1299000,2003,1500.0,89000,23,3869.5652173913045,0.8884228187919463,0.03120805369127517,Low
Toyota Hiace GL HITER BOX 2020,Toyota,Hiace,Automatic,"Petrol, Octane",3500000,2020,2000.0,75000,6,12500.0,0.8884228187919463,0.09429530201342282,High
Toyota Corolla Cross Z LEATHER MOONROOF-5 2024,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",5700000,2024,1800.0,4,2,2.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Axio X Grade 2014,Toyota,Axio,Automatic,Petrol,1800000,2014,1496.0,60000,12,5000.0,0.8884228187919463,0.10939597315436242,Low
Toyota Axio G 2011,Toyota,Axio,Automatic,"CNG, Octane",1470000,2011,1500.0,87000,15,5800.0,0.8884228187919463,0.10939597315436242,Low
Toyota Corolla x 2002,Toyota,Corolla,Automatic,"CNG, Octane",950000,2002,1500.0,95000,24,3958.3333333333335,0.8884228187919463,0.04848993288590604,Low
Toyota Premio push start 2011,Toyota,Premio,Automatic,"CNG, Octane",2150000,2011,1500.0,75000,15,5000.0,0.8884228187919463,0.05285234899328859,Low
Toyota Axio push start 2012,Toyota,Axio,Automatic,"CNG, Octane",1670000,2012,1500.0,59000,14,4214.285714285715,0.8884228187919463,0.10939597315436242,Low
Toyota Carina ti 1999,Toyota,Carina,Automatic,Octane,750000,1999,1500.0,87000,27,3222.222222222222,0.8884228187919463,0.0008389261744966443,Low
Toyota Noah X 2006,Toyota,Noah,Automatic,"CNG, Octane",1230000,2006,2000.0,95000,20,4750.0,0.8884228187919463,0.10671140939597315,Low
Toyota Premio push start 2009,Toyota,Premio,Automatic,"CNG, Octane",1900000,2009,1500.0,95000,17,5588.235294117647,0.8884228187919463,0.05285234899328859,Low
Toyota Corolla Cross Z PKG 2025,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",6600000,2025,1790.0,8,1,8.0,0.8884228187919463,0.07097315436241611,Luxury
Nissan Sunny octane draive 2011,Nissan,Sunny,Automatic,Octane,1095000,2011,1300.0,87265,15,5817.666666666667,0.02365771812080537,0.002181208053691275,Low
Toyota Premio push start 2010,Toyota,Premio,Automatic,"CNG, Octane",1920000,2010,1500.0,79000,16,4937.5,0.8884228187919463,0.05285234899328859,Low
Toyota Fielder 5 Seater 2004,Toyota,Fielder,Automatic,"CNG, Octane",1400000,2004,1500.0,75000,22,3409.090909090909,0.8884228187919463,0.057885906040268456,Low
Toyota Fielder 5 Seater 2012,Toyota,Fielder,Automatic,"CNG, Octane",1620000,2012,1500.0,85000,14,6071.428571428572,0.8884228187919463,0.057885906040268456,Low
Toyota Hiace GL DUAL AC TRH 2021,Toyota,Hiace,Automatic,"Petrol, Octane",3600000,2021,2000.0,43000,5,8600.0,0.8884228187919463,0.09429530201342282,High
Mitsubishi Eclipse Cross 2022,Mitsubishi,Eclipse Cross,Automatic,"Octane, Other fuel type",4800000,2022,1500.0,60123,4,15030.75,0.012583892617449664,0.0003355704697986577,Luxury
Toyota Hiace 12 setter 2016,Toyota,Hiace,Automatic,"Octane, LPG",3450000,2016,1500.0,75000,10,7500.0,0.8884228187919463,0.09429530201342282,High
Nissan Bluebird 2006,Nissan,Bluebird,Automatic,Octane,1130000,2006,1500.0,79652,20,3982.6,0.02365771812080537,0.002181208053691275,Low
Toyota Fielder 5 Seater 2009,Toyota,Fielder,Automatic,"CNG, Octane",1500000,2009,1500.0,75000,17,4411.764705882353,0.8884228187919463,0.057885906040268456,Low
Toyota Premio 5 Seater 2008,Toyota,Premio,Automatic,Octane,2080000,2008,1500.0,85000,18,4722.222222222223,0.8884228187919463,0.05285234899328859,Low
Toyota Allion G plus 2014,Toyota,Allion,Automatic,Octane,2495000,2014,1500.0,56000,12,4666.666666666667,0.8884228187919463,0.03120805369127517,Medium
Toyota Premio 2007,Toyota,Premio,Automatic,"CNG, Octane",1660000,2009,1500.0,46566,17,2739.176470588235,0.8884228187919463,0.05285234899328859,Low
Toyota Premio red wine 2004,Toyota,Premio,Automatic,"CNG, Octane",1300000,2004,1500.0,85000,22,3863.6363636363635,0.8884228187919463,0.05285234899328859,Low
Toyota Esquire  2000,Toyota,Esquire,Automatic,"CNG, Octane",480000,2000,1500.0,100000,26,3846.153846153846,0.8884228187919463,0.05855704697986577,Low
Toyota Axio . 2014,Toyota,Axio,Automatic,Hybrid,1560000,2014,1500.0,120000,12,10000.0,0.8884228187919463,0.10939597315436242,Low
Toyota Noah With 7 Seater 2022,Toyota,Noah,Automatic,Octane,4820000,2022,2000.0,60672,4,15168.0,0.8884228187919463,0.10671140939597315,Luxury
Toyota Corolla HY WXB Touring 4 AP 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane",3250000,2020,1800.0,44000,6,7333.333333333333,0.8884228187919463,0.04848993288590604,Medium
Toyota Corolla HY WXB TOURING 4.5 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane",3380000,2020,1800.0,29000,6,4833.333333333333,0.8884228187919463,0.04848993288590604,Medium
Toyota Mark II GX100 TRENTE 2.0L 1997,Toyota,Mark II,Automatic,"Petrol, Octane, LPG",1120000,1997,2000.0,82000,29,2827.5862068965516,0.8884228187919463,0.0003355704697986577,Low
Toyota Alphard Executive Loung 4 2020,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",9400000,2020,2500.0,80363,6,13393.833333333334,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Axio Ex hyb push 3.5pt 2020,Toyota,Axio,Automatic,"Hybrid, Octane",2250000,2020,1500.0,95956,6,15992.666666666666,0.8884228187919463,0.10939597315436242,Low
Toyota Axio EX PUSH HYBRID 2020,Toyota,Axio,Automatic,Hybrid,2450000,2020,1500.0,90000,6,15000.0,0.8884228187919463,0.10939597315436242,Medium
Toyota Fielder Ex Non Hyb push 3.5p 2020,Toyota,Fielder,Automatic,"Octane, Other fuel type",2650000,2020,1500.0,99985,6,16664.166666666668,0.8884228187919463,0.057885906040268456,Medium
Toyota Esquire With 7 Seater 2020,Toyota,Esquire,Automatic,"Hybrid, Octane",3800000,2020,1800.0,47228,6,7871.333333333333,0.8884228187919463,0.05855704697986577,High
Toyota Axio Ex Non Hyb push 4pt 2020,Toyota,Axio,Automatic,"Hybrid, Octane",2650000,2020,1500.0,85236,6,14206.0,0.8884228187919463,0.10939597315436242,Medium
Toyota Prius S Touring Hyb 4pt 2018,Toyota,Prius,Automatic,"Hybrid, Octane",2750000,2018,1800.0,90555,8,11319.375,0.8884228187919463,0.029865771812080538,Medium
Toyota Premio push state imarjenci 2010,Toyota,Premio,Automatic,"CNG, Octane",1890000,2010,1500.0,98000,16,6125.0,0.8884228187919463,0.05285234899328859,Low
Toyota Prius S SAfety package 2020,Toyota,Prius,Automatic,"Hybrid, Octane",2750000,2020,1800.0,47000,6,7833.333333333333,0.8884228187919463,0.029865771812080538,Medium
Toyota Corolla Cross Z leather hyb 4.5pt 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",4700000,2022,1800.0,41222,4,10305.5,0.8884228187919463,0.07097315436241611,Luxury
Toyota Noah SI WXB HYBRID 2020,Toyota,Noah,Automatic,"Petrol, Hybrid",3520000,2020,1800.0,98000,6,16333.333333333334,0.8884228187919463,0.10671140939597315,High
Toyota Corolla X 2005,Toyota,Corolla,Automatic,"CNG, Octane",1150000,2005,1500.0,87000,21,4142.857142857143,0.8884228187919463,0.04848993288590604,Low
Toyota Axio white 2009,Toyota,Axio,Automatic,Octane,1380000,2009,1500.0,89000,17,5235.294117647059,0.8884228187919463,0.10939597315436242,Low
Toyota Fielder Ex Hyb push 4pt 2020,Toyota,Fielder,Automatic,"Hybrid, Octane",2320000,2020,1500.0,85236,6,14206.0,0.8884228187919463,0.057885906040268456,Low
Toyota Corolla G 2001,Toyota,Corolla,Automatic,"CNG, Octane",1080000,2001,1500.0,47467,25,1898.68,0.8884228187919463,0.04848993288590604,Low
Toyota Axio silver 2010,Toyota,Axio,Automatic,Octane,1540000,2010,1500.0,85000,16,5312.5,0.8884228187919463,0.10939597315436242,Low
Toyota Noah X Non hyb 3.5pt key 2020,Toyota,Noah,Automatic,"Octane, Other fuel type",3500000,2020,2000.0,68000,6,11333.333333333334,0.8884228187919463,0.10671140939597315,High
Suzuki Swift vvti eng a2aa-aaa 2004,Suzuki,Swift,Automatic,Octane,550000,2004,1331.0,78000,22,3545.4545454545455,0.002348993288590604,0.0005033557046979866,Low
Honda Vezel Z Package Nonhybrid 2014,Honda,Vezel,Automatic,Octane,2099999,2014,1500.0,56000,12,4666.666666666667,0.0424496644295302,0.006711409395973154,Low
Hyundai Tucson sunroof 2017,Hyundai,Tucson,Automatic,Octane,2740000,2017,2000.0,57300,9,6366.666666666667,0.0028523489932885905,0.0005033557046979866,Medium
Toyota Premio 2006,Toyota,Premio,Automatic,"CNG, Octane",1550000,2008,1500.0,200000,18,11111.111111111111,0.8884228187919463,0.05285234899328859,Low
Toyota C-HR G 2020,Toyota,C-HR,Automatic,Hybrid,3400000,2020,1800.0,71000,6,11833.333333333334,0.8884228187919463,0.027181208053691275,High
Toyota Corolla WXB HY FULL LOADED 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane",3200000,2020,1800.0,84647,6,14107.833333333334,0.8884228187919463,0.04848993288590604,Medium
Toyota Esquire GI PREMIUM HYBRID 2021,Toyota,Esquire,Automatic,Hybrid,3980000,2021,1800.0,56743,5,11348.6,0.8884228187919463,0.05855704697986577,High
Toyota Axio EX PACKAGE NON-HY 2021,Toyota,Axio,Automatic,"Petrol, Octane",2640000,2021,1500.0,45682,5,9136.4,0.8884228187919463,0.10939597315436242,Medium
Toyota Hiace GL AMBULANCE 2021,Toyota,Hiace,Automatic,"Petrol, Octane",2680000,2021,2000.0,84362,5,16872.4,0.8884228187919463,0.09429530201342282,Medium
